('Competitions', 3.7222222222222223)
('Inspectors', 4.160574412532637)
('Physicians', 3.7096774193548385)
('Junk', 3.8316498316498318)
('Hauling', 3.8316498316498318)
('Fruits', 3.8810679611650487)
('Veggies', 3.8810679611650487)
('Legal', 4.110619469026549)
('Boot', 4.516666666666667)
('Cannabis', 3.9614197530864197)
('Ophthalmologists', 3.3966836734693877)
('Eye', 3.71875)
('Surgery', 3.71875)
('Lasik', 3.71875)
('Amateur', 3.73963133640553)
('Boxing', 4.506912442396313)
('Telecommunications', 3.053054662379421)
('Supplements', 3.914754098360656)
('Post', 2.7421052631578946)
('Waterproofing', 3.5847457627118646)
('Walking', 4.320754716981132)
('Cards', 3.8774928774928776)
('Martial', 4.418149466192171)
('Pediatricians', 3.3957219251336896)
('Soccer', 3.808641975308642)
('Rooms', 3.8013833992094863)
('Pilates', 4.365333333333333)
('Vocational', 3.709090909090909)
('Technical', 3.709090909090909)
('African', 3.78698224852071)
('Outlet', 3.406779661016949)
('Bar', 3.8938144329896907)
('Teachers', 4.099195710455764)
('Kosher', 3.782442748091603)
('Bingo', 3.625)
('Pot', 3.4879032258064515)
('Malaysian', 3.526666666666667)
('Champagne', 3.590909090909091)
('TV', 4.515789473684211)
('Mounting', 4.515789473684211)
('Boat', 3.9320388349514563)
('Ticket', 3.6842105263157894)
('Musicians', 4.565573770491803)
('Buyers', 3.9017094017094016)
('Room', 4.4021739130434785)
('Wineries', 4.112804878048781)
('Firewood', 4.06)
('Surf', 3.7)
('Beaches', 3.75)
('Yelp', 4.448979591836735)
('Events', 4.448979591836735)
('Bus', 3.9779411764705883)
('Souvenir', 4.036764705882353)
('Damage', 4.087682672233821)
('Shades', 4.107969151670951)
('Shutters', 4.206766917293233)
('Candy', 3.994047619047619)
('Orthopedists', 3.2941176470588234)
('Arenas', 3.752659574468085)
('Audio', 4.219512195121951)
('Sri', 3.7195121951219514)
('Pumpkin', 3.8076923076923075)
('Patches', 3.8076923076923075)
('Amusement', 3.601503759398496)
('Comic', 4.050761421319797)
('Urologists', 2.853846153846154)
('Rodeo', 5.0)
('Bistros', 3.7916666666666665)
('Rheumatologists', 2.5833333333333335)
('Trampoline', 3.5785714285714287)
('Vendors', 4.117403314917127)
('Colleges', 3.295302013422819)
('Gutter', 3.8152866242038215)
('Chapels', 4.294871794871795)
('Decorating', 4.466666666666667)
('Cashing', 3.3564102564102565)
('Loans', 3.498529411764706)
('Installment', 3.8043478260869565)
('Kebab', 3.9294871794871793)
('Aviation', 3.8333333333333335)
('Circuit', 4.6125)
('House', 4.554347826086956)
('Embroidery', 4.077272727272727)
('Shaved', 4.301158301158301)
('Oncologist', 3.6363636363636362)
('Breweries', 3.958563535911602)
('Charters', 3.9607843137254903)
('Marinas', 3.6363636363636362)
('Own', 4.0)
('Condominiums', 3.0217391304347827)
('Drywall', 4.304147465437788)
('Washers', 4.308764940239044)
('Tai', 4.428571428571429)
('Chi', 4.428571428571429)
('Hearing', 3.9155844155844157)
('Audiologist', 3.7222222222222223)
('Hungarian', 3.71875)
('Activities', 4.179723502304148)
('German', 3.883495145631068)
('Occupational', 3.3716814159292037)
('Periodontists', 4.072745901639344)
('Afghan', 3.755639097744361)
('Tabletop', 4.175)
('Appraisal', 4.084507042253521)
('Ear', 3.2393162393162394)
('Tui', 4.75)
('Na', 4.75)
('Crawl', 4.241379310344827)
('Career', 3.580808080808081)
('Plastic', 4.017045454545454)
('Siding', 3.50625)
('Immigration', 3.86144578313253)
('Abatement', 4.466666666666667)
('Threading', 4.10931899641577)
('Uniforms', 3.5792079207920793)
('Staging', 4.446428571428571)
('Bankruptcy', 3.948087431693989)
('Campgrounds', 3.55)
('Patio', 4.140909090909091)
('Coverings', 4.140909090909091)
('Restaurant', 3.4130434782608696)
('Float', 4.709677419354839)
('Spa', 4.709677419354839)
('Oxygen', 4.529411764705882)
('Purification', 3.9175)
('Sugar', 3.8)
('Shacks', 3.8)
('Clock', 4.125)
('Watch', 4.137711864406779)
('Financing', 2.8035714285714284)
('Kickboxing', 4.609589041095891)
('Preventive', 3.522727272727273)
('Concierge', 4.5)
('Metal', 4.166666666666667)
('Fabricators', 4.166666666666667)
('Mortuary', 4.0)
('Alternative', 4.6)
('Skate', 4.125)
('Teeth', 4.262931034482759)
('Aquarium', 3.933333333333333)
('Registration', 3.7142857142857144)
('Rock', 4.151515151515151)
('International', 3.917989417989418)
('Network', 4.63265306122449)
('Recovery', 4.162162162162162)
('Distilleries', 4.558139534883721)
('Auditors', 4.147058823529412)
('Gun', 4.07516339869281)
('Breeders', 4.148148148148148)
('Tutors', 4.42910447761194)
('Spray', 4.422043010752688)
('Mini', 3.6782178217821784)
('Tag', 3.8)
('Go', 3.4878048780487805)
('Karts', 3.4878048780487805)
('Petting', 4.5)
('Irrigation', 3.8433544303797467)
('Test', 4.166666666666667)
('Preparation', 4.166666666666667)
('Hospice', 3.8138297872340425)
('Demolition', 4.757142857142857)
('Planetarium', 3.7)
('Ballet', 4.138888888888889)
('Barre', 4.545454545454546)
('Henna', 4.242647058823529)
('Development', 3.986111111111111)
('Russian', 3.9508196721311477)
('Prenatal', 4.266666666666667)
('Perinatal', 4.266666666666667)
('Jazz', 3.831081081081081)
('Blues', 3.831081081081081)
('Special', 3.9744897959183674)
('Bartending', 3.9)
('University', 2.552380952380952)
('Housing', 2.552380952380952)
('Nurse', 4.035714285714286)
('Gastroenterologist', 3.0902777777777777)
('Payroll', 4.030434782608696)
('Homes', 3.2103658536585367)
('Firearm', 4.558333333333334)
('Bowls', 4.095)
('Montessori', 4.284313725490196)
('Trailer', 3.708955223880597)
('Departments', 3.279187817258883)
('of', 3.359154929577465)
('Vehicles', 3.359154929577465)
('Editorial', 4.48)
('Flea', 3.5510204081632653)
('Beach', 4.0)
('Belgian', 3.676470588235294)
('Radio', 3.393939393939394)
('Skating', 3.5510204081632653)
('Tutoring', 3.9887005649717513)
('Cultural', 4.144736842105263)
('IP', 4.222222222222222)
('Junkyards', 3.3)
('Rotisserie', 4.5)
('Investigation', 3.8867924528301887)
('Snow', 3.2472527472527473)
('Countertop', 3.9052287581699345)
('Farming', 3.0568181818181817)
('Farm', 3.603448275862069)
('Brewing', 4.1875)
('Skilled', 3.0)
('Neurotologists', 3.1666666666666665)
('Disposal', 4.5)
('Perfume', 4.0)
('Cardiologists', 3.1422764227642275)
('Pasta', 3.7012987012987013)
('Drive', 3.772727272727273)
('Decks', 3.7278481012658227)
('Pole', 4.59375)
('Dental', 4.285714285714286)
('Hygienists', 4.285714285714286)
('Cages', 4.338709677419355)
('Compensation', 3.9634146341463414)
('Donairs', 3.787878787878788)
('Indoor', 4.025)
('Playcentre', 3.9594594594594597)
('Referrals', 4.12962962962963)
('IV', 4.74)
('Hydration', 4.74)
('Speech', 3.275)
('Therapists', 3.448529411764706)
('Experience', 4.115384615384615)
('Misting', 4.25)
('System', 4.25)
('Challenge', 4.367647058823529)
('Courses', 4.367647058823529)
('Exercise', 3.4642857142857144)
('Fertility', 3.8306451612903225)
('Cambodian', 3.7976190476190474)
('Bookkeepers', 4.109375)
('Painting', 4.592105263157895)
('Assisted', 3.6179775280898876)
('Living', 3.5813953488372094)
('Generator', 3.522727272727273)
('Tracks', 3.8958333333333335)
('Cart', 4.0606060606060606)
('Knife', 4.55)
('Currency', 3.466666666666667)
('Exchange', 3.466666666666667)
('Product', 4.266666666666667)
('Dent', 4.5)
('Items', 4.392857142857143)
('Squash', 3.8333333333333335)
('Hostels', 3.2583333333333333)
('Servers', 4.25)
('Developers', 2.6)
('Szechuan', 3.5707070707070705)
('Veterans', 3.625)
('Jiu', 4.935185185185185)
('jitsu', 4.935185185185185)
('Court', 3.357142857142857)
('Tickets', 3.5)
('Artificial', 4.252688172043011)
('Turf', 4.252688172043011)
('Spine', 3.2777777777777777)
('Argentine', 3.641304347826087)
('Insulation', 3.9375)
('Scuba', 4.163043478260869)
('Terminals', 2.5)
('Saunas', 4.425)
('Hong', 3.272727272727273)
('Kong', 3.272727272727273)
('Style', 3.272727272727273)
('Australian', 3.6818181818181817)
('Boudoir', 4.794642857142857)
('Share', 3.1333333333333333)
('Surveying', 2.8)
('Bail', 3.8181818181818183)
('Ultrasound', 4.333333333333333)
('Carpenters', 4.193181818181818)
('Hypnotherapy', 4.570422535211268)
('Bangladeshi', 3.880952380952381)
('Guitar', 3.878205128205128)
('Austrian', 3.75)
('Tableware', 3.4642857142857144)
('Aestheticians', 4.367647058823529)
('Traffic', 4.333333333333333)
('Ticketing', 4.414634146341464)
('Memory', 3.264705882352941)
('Municipality', 2.8333333333333335)
('Homeowner', 2.7)
('Wallpapering', 3.9705882352941178)
('Town', 4.185714285714286)
('Addiction', 3.34375)
('Armenian', 4.055555555555555)
('Gunsmith', 4.285714285714286)
('Minerals', 4.545454545454546)
('Nepalese', 4.0476190476190474)
('Christmas', 4.119565217391305)
('Engineers', 4.1875)
('Lakes', 4.170731707317073)
('Retina', 3.4473684210526314)
('Hunts', 4.9375)
('ATV', 4.392156862745098)
('Temples', 4.333333333333333)
('Valet', 3.111111111111111)
('Club', 4.0)
('Pick', 4.03125)
('Toxicologists', 3.0)
('Synagogues', 4.404761904761905)
('Passport', 3.9411764705882355)
('Prosthodontists', 4.0476190476190474)
('Dialysis', 2.5)
('Singaporean', 3.5806451612903225)
('Drones', 3.25)
('Parenting', 4.431818181818182)
('Doulas', 4.722222222222222)
('Eatertainment', 3.088235294117647)
('Cideries', 4.2727272727272725)
('Buses', 3.462962962962963)
('Acne', 4.0227272727272725)
('Assistants', 4.277777777777778)
('Belt', 4.0)
('Airsoft', 4.1875)
('Matchmakers', 2.727272727272727)
('Mediators', 3.6904761904761907)
('Sailing', 4.0)
('Hockey', 3.7666666666666666)
('3D', 3.5384615384615383)
('Space', 4.0)
('Haitian', 3.9285714285714284)
('Powder', 4.258064516129032)
('Coating', 4.258064516129032)
('Volleyball', 3.0)
('Burmese', 4.041666666666667)
('Digitizing', 4.4)
('Striptease', 3.857142857142857)
('Dancers', 3.857142857142857)
('Tenant', 3.6785714285714284)
('Eviction', 3.6785714285714284)
('Surfing', 4.1875)
('Lice', 4.75)
('Sicilian', 4.0)
('Concept', 3.25)
('Empanadas', 4.15625)
('Feed', 3.8513513513513513)
('Ziplining', 4.1)
('Egyptian', 3.8947368421052633)
('Machine', 3.6666666666666665)
('Tool', 3.6458333333333335)
('Sitters', 4.833333333333333)
('Sharing', 3.3333333333333335)
('Gong', 4.8125)
('Fields', 4.142857142857143)
('Hosts', 5.0)
('Dumpster', 3.7083333333333335)
('Balloons', 4.55)
('Up', 4.0)
('Hindu', 4.142857142857143)
('Ceremonial', 3.0)
('Fencing', 4.75)
('Infectious', 3.4166666666666665)
('Disease', 3.4166666666666665)
('EV', 4.0)
('Charging', 4.0)
('Dietitians', 4.409090909090909)
('Childproofing', 4.321428571428571)
('Collective', 3.888888888888889)
('Experiences', 4.0)
('Apartment', 2.375)
('Contract', 3.875)
('Cigar', 4.545454545454546)
('Movies', 5.0)
('Suppliers', 2.9285714285714284)
('Swiss', 3.0)
('Pedicabs', 4.625)
('Crane', 4.2)
('Childbirth', 4.7368421052631575)
('Military', 3.7222222222222223)
('College', 3.857142857142857)
('Pita', 3.0)
('Sex', 4.75)
('Unofficial', 4.0)
('Taxidermy', 5.0)
('Aids', 4.5)
('Blowing', 4.5)
('Shui', 5.0)
('Backshop', 4.0)
('Electric', 4.333333333333333)
('Kiosk', 4.25)
('Tempura', 3.0)
('Aircraft', 3.8333333333333335)
('Reptile', 3.8333333333333335)
('Reporters', 5.0)
('Oaxacan', 4.0)
('Erotic', 2.6666666666666665)
('Island', 2.5)
('Mauritius', 4.25)
('Prisons', 1.8333333333333333)
('Homeopathic', 4.0)
('Foot', 5.0)
('Geneticists', 4.5)
('Calligraphy', 4.0)
('Makerspaces', 4.5)
('Hepatologists', 2.75)
('Iberian', 4.2)
('Reunion', 4.0)
('Fuel', 3.6666666666666665)
('Sauna', 3.5)
('Taping', 5.0)
('Ball', 4.0)
('Sport', 4.0)
('Electricity', 2.0)
('Neuropathologists', 3.5)
('Nudist', 4.0)
('Gliding', 3.5)
('Otologists', 3.0)
('Stalls', 4.5)
('Hotel', 3.75)
('bar', 3.75)
('Parks', 3.896362586605081)
('Soup', 3.5574644549763033)
('Sandwiches', 3.4555373704309873)
('Salad', 3.5896878704069537)
('Hair', 4.0352805089647195)
('Blinds', 4.107969151670951)
('Planning', 3.8141287284144427)
('Travel', 3.2130321989928277)
('Nail', 3.613794399548957)
('Waxing', 4.150899958141482)
('Removal', 3.958109662576687)
('Skin', 4.070379077284748)
('Day', 3.7810374149659864)
('Lounges', 3.5450236966824646)
('Bars', 3.5696554279362727)
('Food', 3.5317707129499274)
('Canadian', 3.464903090623363)
('Bakeries', 3.8372406359471842)
('Ice', 3.749171636845593)
('Cream', 3.699891461649783)
('Real', 3.4538435527502256)
('Pets', 3.956093407929944)
('Shopping', 3.5924241031767914)
('Financial', 3.3236070381231673)
('Banks', 2.804904831625183)
('Unions', 2.792619926199262)
('Chicken', 2.9571646341463413)
('Wings', 2.9600739371534197)
('Chefs', 4.679245283018868)
('Caribbean', 3.7941640378548898)
('Ethnic', 3.653169014084507)
('Fish', 3.6005747126436782)
('Chips', 3.5658307210031346)
('Seafood', 3.581041437477081)
('Hawaiian', 3.86322188449848)
('Mexican', 3.4435052428846564)
('Fast', 2.8135593220338984)
('Chinese', 3.3685794111326026)
('Health', 3.763156490179334)
('Eyewear', 3.663511187607573)
('Opticians', 3.663511187607573)
('Fashion', 3.497302045426026)
('Auto', 3.716818820224719)
('French', 3.833495618305745)
('Asian', 3.5984329089128306)
('Fusion', 3.600358422939068)
('Breakfast', 3.582736389684814)
('Meat', 4.003875968992248)
('Street', 4.118457300275482)
('Locksmiths', 3.988095238095238)
('Eyelash', 4.138469827586207)
('Service', 3.704950235725511)
('Falafel', 3.835766423357664)
('Eastern', 3.6737481031866466)
('Italian', 3.48165818490246)
('Car', 3.214327485380117)
('Wash', 3.275)
('Cuisine', 3.909090909090909)
('Doctors', 3.4422191920913585)
('Lebanese', 3.790794979079498)
('Delis', 3.6074168797953963)
('Rifle', 4.07516339869281)
('Ranges', 4.07516339869281)
('Guns', 3.894160583941606)
('Ammo', 3.894160583941606)
('Property', 2.7120038722168442)
('Management', 2.8798882681564244)
('Shuttles', 3.314199395770393)
('Taxis', 2.8731617647058822)
('Transportation', 3.138888888888889)
('Tours', 4.188336520076482)
('Greek', 3.6220073664825048)
('Laundromat', 3.54320987654321)
('Laundry', 3.1723343960325896)
('Tanning', 4.036568213783403)
('Baby', 3.515277777777778)
('Painters', 4.186963979416809)
('Traditional', 3.3576697172517416)
('Fondue', 3.79)
('Sports', 3.468542260208927)
('Florists', 3.7354280510018216)
('Flowers', 3.836991312299954)
('Gifts', 3.8373853211009172)
('Wedding', 4.171981776765376)
('Golf', 3.668484187568157)
('Karaoke', 3.5345303867403315)
('Marketing', 4.12247191011236)
('Graphic', 4.176625659050966)
('Apartments', 2.610636645962733)
('Shipping', 3.1096224116930573)
('Chiropractors', 4.403618906942393)
('Trainers', 4.068930041152264)
('Fitness', 4.136144325571638)
('Bath', 3.7175290390707496)
('Burgers', 3.017024426350851)
('Cinema', 3.664285714285714)
('Sporting', 3.7595842956120094)
('Training', 4.133909287257019)
('Offices', 2.8470031545741326)
('Government', 3.443782576321668)
('Hookah', 3.6229773462783172)
('Music', 3.7538433382137626)
('Emergency', 3.524822695035461)
('Medicine', 3.789763113367174)
('Floral', 3.8620689655172415)
('Videographers', 4.446428571428571)
('Lenders', 4.00920245398773)
('Divorce', 3.8605341246290803)
("Women's", 3.5055313442842775)
('Clothing', 3.475594380403458)
("Men's", 3.675992438563327)
('Japanese', 3.588505325009181)
('Dentists', 4.031224979983987)
('Endodontists', 4.114951768488746)
('Dentistry', 4.001264450867052)
('Wigs', 3.651851851851852)
('Makeup', 4.3601499423298735)
('Spanish', 3.805699481865285)
('Acupuncture', 4.380536912751678)
('Parts', 3.572309970384995)
('Supplies', 3.5998153704131086)
('Yoga', 4.22020725388601)
('Nose', 3.2393162393162394)
('Throat', 3.2393162393162394)
('Aid', 4.077981651376147)
('Coffee', 3.537890832008479)
('Rest', 3.4285714285714284)
('Stops', 3.4285714285714284)
('Tree', 3.744186046511628)
('Gardening', 3.6367069486404833)
('Contractors', 3.7618216439225645)
('Water', 3.943661971830986)
('Heater', 3.9859913793103448)
('Conditioning', 3.7251461988304095)
('Gymnastics', 4.068548387096774)
('Beer', 3.777444405224144)
('Permanent', 4.483)
('Department', 3.042326431181486)
('Discount', 3.1612377850162865)
('Insurance', 3.895130183220829)
('Jewelry', 3.8944174757281553)
('Biking', 4.475609756097561)
('Bike', 4.2368421052631575)
('tours', 4.863636363636363)
('Bikes', 3.9964028776978417)
('Comedy', 3.7801204819277108)
('Clubs', 3.508943089430894)
('Roadside', 3.815068493150685)
('Assistance', 3.815068493150685)
('Mattresses', 3.548064085447263)
('Studios', 4.29236276849642)
('Performing', 4.095391705069124)
('Framing', 4.277070063694268)
('Instruments', 4.099195710455764)
('Education', 3.9377248823692224)
('Dry', 3.50238000793336)
('Cheesesteaks', 3.5490654205607477)
('Self', 3.5762711864406778)
('Storage', 3.532258064516129)
('Toy', 3.7843803056027165)
('Bubble', 3.820773930753564)
('Juice', 3.8102147417295416)
('Smoothies', 3.8102147417295416)
('Dermatologists', 3.3125)
('Honduran', 3.9166666666666665)
('Litigation', 4.071052631578947)
('Workers', 3.9634146341463414)
('Social', 3.8948598130841123)
('Stands', 3.9477611940298507)
('Phone', 3.540734109221128)
('IT', 3.590879897238279)
('Computer', 3.590879897238279)
('Phones', 2.9574638844301764)
('Equipment', 3.7484745762711866)
